,M,F,overall,agedays
29045,0.000216617935415586,0.00013735303554656,0.000176985485481073,29045
29046,0.000216675211483471,0.000137397933732716,0.000177036572608093,29046
29047,0.000216732487551355,0.000137442831918872,0.000177087659735114,29047
29048,0.00021678976361924,0.000137487730105028,0.000177138746862134,29048
29049,0.000216847039687124,0.000137532628291184,0.000177189833989154,29049
29050,0.000216904315755009,0.000137577526477341,0.000177240921116175,29050
29051,0.000216961591822893,0.000137622424663497,0.000177292008243195,29051
29052,0.000217018867890778,0.000137667322849653,0.000177343095370215,29052
29053,0.000217076143958662,0.000137712221035809,0.000177394182497236,29053
29054,0.000217133420026547,0.000137757119221965,0.000177445269624256,29054
29055,0.000217190696094431,0.000137802017408121,0.000177496356751276,29055
29056,0.000217247972162316,0.000137846915594277,0.000177547443878297,29056
29057,0.0002173052482302,0.000137891813780433,0.000177598531005317,29057
29058,0.000217362524298085,0.000137936711966589,0.000177649618132337,29058
29059,0.00021741980036597,0.000137981610152746,0.000177700705259358,29059
29060,0.000217477076433854,0.000138026508338902,0.000177751792386378,29060
29061,0.000217534352501739,0.000138071406525058,0.000177802879513398,29061
29062,0.000217591628569623,0.000138116304711214,0.000177853966640418,29062
29063,0.000217648904637508,0.00013816120289737,0.000177905053767439,29063
29064,0.000217706180705392,0.000138206101083526,0.000177956140894459,29064
29065,0.000217763456773277,0.000138250999269682,0.000178007228021479,29065
29066,0.000217820732841161,0.000138295897455838,0.0001780583151485,29066
29067,0.000217878008909046,0.000138340795641994,0.00017810940227552,29067
29068,0.00021793528497693,0.00013838569382815,0.00017816048940254,29068
29069,0.000217992561044815,0.000138430592014307,0.000178211576529561,29069
29070,0.000218049837112699,0.000138475490200463,0.000178262663656581,29070
29071,0.000218107113180584,0.000138520388386619,0.000178313750783601,29071
29072,0.000218164389248469,0.000138565286572775,0.000178364837910622,29072
29073,0.000218221665316353,0.000138610184758931,0.000178415925037642,29073
29074,0.000218278941384238,0.000138655082945087,0.000178467012164662,29074
29075,0.000218336217452122,0.000138699981131243,0.000178518099291683,29075
29076,0.000218393493520007,0.000138744879317399,0.000178569186418703,29076
29077,0.000218450769587891,0.000138789777503555,0.000178620273545723,29077
29078,0.000218508045655776,0.000138834675689712,0.000178671360672744,29078
29079,0.00021856532172366,0.000138879573875868,0.000178722447799764,29079
29080,0.000218622597791545,0.000138924472062024,0.000178773534926784,29080
29081,0.000218679873859429,0.00013896937024818,0.000178824622053805,29081
29082,0.000218737149927314,0.000139014268434336,0.000178875709180825,29082
29083,0.000218794425995198,0.000139059166620492,0.000178926796307845,29083
29084,0.000218851702063083,0.000139104064806648,0.000178977883434866,29084
29085,0.000218908978130968,0.000139148962992804,0.000179028970561886,29085
29086,0.000218966254198852,0.00013919386117896,0.000179080057688906,29086
29087,0.000219023530266737,0.000139238759365117,0.000179131144815927,29087
29088,0.000219080806334621,0.000139283657551273,0.000179182231942947,29088
29089,0.000219138082402506,0.000139328555737429,0.000179233319069967,29089
29090,0.00021919535847039,0.000139373453923585,0.000179284406196988,29090
29091,0.000219252634538275,0.000139418352109741,0.000179335493324008,29091
29092,0.000219309910606159,0.000139463250295897,0.000179386580451028,29092
29093,0.000219367186674044,0.000139508148482053,0.000179437667578049,29093
29094,0.000219424462741928,0.000139553046668209,0.000179488754705069,29094
29095,0.000219481738809813,0.000139597944854365,0.000179539841832089,29095
29096,0.000219539014877697,0.000139642843040521,0.000179590928959109,29096
29097,0.000219596290945582,0.000139687741226678,0.00017964201608613,29097
29098,0.000219653567013466,0.000139732639412834,0.00017969310321315,29098
29099,0.000219710843081351,0.00013977753759899,0.00017974419034017,29099
29100,0.000219768119149236,0.000139822435785146,0.000179795277467191,29100
29101,0.00021982539521712,0.000139867333971302,0.000179846364594211,29101
29102,0.000219882671285005,0.000139912232157458,0.000179897451721231,29102
29103,0.000219939947352889,0.000139957130343614,0.000179948538848252,29103
29104,0.000219997223420774,0.00014000202852977,0.000179999625975272,29104
29105,0.000220054499488658,0.000140046926715926,0.000180050713102292,29105
29106,0.000220111775556543,0.000140091824902083,0.000180101800229313,29106
29107,0.000220169051624427,0.000140136723088239,0.000180152887356333,29107
29108,0.000220226327692312,0.000140181621274395,0.000180203974483353,29108
29109,0.000220283603760196,0.000140226519460551,0.000180255061610374,29109
29110,0.000220340879828081,0.000140271417646707,0.000180306148737394,29110
29111,0.000220398155895965,0.000140316315832863,0.000180357235864414,29111
29112,0.00022045543196385,0.000140361214019019,0.000180408322991435,29112
29113,0.000220512708031735,0.000140406112205175,0.000180459410118455,29113
29114,0.000220569984099619,0.000140451010391331,0.000180510497245475,29114
29115,0.000220627260167504,0.000140495908577488,0.000180561584372496,29115
29116,0.000220684536235388,0.000140540806763644,0.000180612671499516,29116
29117,0.000220741812303273,0.0001405857049498,0.000180663758626536,29117
29118,0.000220799088371157,0.000140630603135956,0.000180714845753557,29118
29119,0.000220856364439042,0.000140675501322112,0.000180765932880577,29119
29120,0.000220913640506926,0.000140720399508268,0.000180817020007597,29120
29121,0.000220970916574811,0.000140765297694424,0.000180868107134618,29121
29122,0.000221028192642695,0.00014081019588058,0.000180919194261638,29122
29123,0.00022108546871058,0.000140855094066736,0.000180970281388658,29123
29124,0.000221142744778464,0.000140899992252893,0.000181021368515678,29124
29125,0.000221200020846349,0.000140944890439049,0.000181072455642699,29125
29126,0.000221257296914234,0.000140989788625205,0.000181123542769719,29126
29127,0.000221314572982118,0.000141034686811361,0.000181174629896739,29127
29128,0.000221371849050003,0.000141079584997517,0.00018122571702376,29128
29129,0.000221429125117887,0.000141124483183673,0.00018127680415078,29129
29130,0.000221486401185772,0.000141169381369829,0.0001813278912778,29130
29131,0.000221543677253656,0.000141214279555985,0.000181378978404821,29131
29132,0.000221600953321541,0.000141259177742141,0.000181430065531841,29132
29133,0.000221658229389425,0.000141304075928297,0.000181481152658861,29133
29134,0.00022171550545731,0.000141348974114454,0.000181532239785882,29134
29135,0.000221772781525194,0.00014139387230061,0.000181583326912902,29135
29136,0.000221830057593079,0.000141438770486766,0.000181634414039922,29136
29137,0.000221887333660963,0.000141483668672922,0.000181685501166943,29137
29138,0.000221944609728848,0.000141528566859078,0.000181736588293963,29138
29139,0.000222001885796733,0.000141573465045234,0.000181787675420983,29139
29140,0.000222059161864617,0.00014161836323139,0.000181838762548004,29140
29141,0.000222116437932502,0.000141663261417546,0.000181889849675024,29141
29142,0.000222173714000386,0.000141708159603702,0.000181940936802044,29142
29143,0.000222230990068271,0.000141753057789859,0.000181992023929065,29143
29144,0.000222288266136155,0.000141797955976015,0.000182043111056085,29144
29145,0.00022234554220404,0.000141842854162171,0.000182094198183105,29145
29146,0.000222402818271924,0.000141887752348327,0.000182145285310126,29146
29147,0.000222460094339809,0.000141932650534483,0.000182196372437146,29147
29148,0.000222517370407693,0.000141977548720639,0.000182247459564166,29148
29149,0.000222574646475578,0.000142022446906795,0.000182298546691187,29149
29150,0.000222631922543462,0.000142067345092951,0.000182349633818207,29150
29151,0.000222689198611347,0.000142112243279107,0.000182400720945227,29151
29152,0.000222746474679232,0.000142157141465264,0.000182451808072248,29152
29153,0.000222803750747116,0.00014220203965142,0.000182502895199268,29153
29154,0.000222861026815001,0.000142246937837576,0.000182553982326288,29154
29155,0.000222918302882885,0.000142291836023732,0.000182605069453308,29155
29156,0.00022297557895077,0.000142336734209888,0.000182656156580329,29156
29157,0.000223032855018654,0.000142381632396044,0.000182707243707349,29157
29158,0.000223090131086539,0.0001424265305822,0.000182758330834369,29158
29159,0.000223147407154423,0.000142471428768356,0.00018280941796139,29159
29160,0.000223204683222308,0.000142516326954512,0.00018286050508841,29160
29161,0.000223261959290192,0.000142561225140669,0.00018291159221543,29161
29162,0.000223319235358077,0.000142606123326825,0.000182962679342451,29162
29163,0.000223376511425961,0.000142651021512981,0.000183013766469471,29163
29164,0.000223433787493846,0.000142695919699137,0.000183064853596491,29164
29165,0.00022349106356173,0.000142740817885293,0.000183115940723512,29165
29166,0.000223548339629615,0.000142785716071449,0.000183167027850532,29166
29167,0.0002236056156975,0.000142830614257605,0.000183218114977552,29167
29168,0.000223662891765384,0.000142875512443761,0.000183269202104573,29168
29169,0.000223720167833269,0.000142920410629917,0.000183320289231593,29169
29170,0.000223777443901153,0.000142965308816073,0.000183371376358613,29170
29171,0.000223834719969038,0.00014301020700223,0.000183422463485634,29171
29172,0.000223891996036922,0.000143055105188386,0.000183473550612654,29172
29173,0.000223949272104807,0.000143100003374542,0.000183524637739674,29173
29174,0.000224006548172691,0.000143144901560698,0.000183575724866695,29174
29175,0.000224063824240576,0.000143189799746854,0.000183626811993715,29175
29176,0.00022412110030846,0.00014323469793301,0.000183677899120735,29176
29177,0.000224178376376345,0.000143279596119166,0.000183728986247756,29177
29178,0.000224235652444229,0.000143324494305322,0.000183780073374776,29178
29179,0.000224292928512114,0.000143369392491478,0.000183831160501796,29179
29180,0.000224350204579999,0.000143414290677635,0.000183882247628817,29180
29181,0.000224407480647883,0.000143459188863791,0.000183933334755837,29181
29182,0.000224464756715768,0.000143504087049947,0.000183984421882857,29182
29183,0.000224522032783652,0.000143548985236103,0.000184035509009878,29183
29184,0.000224579308851537,0.000143593883422259,0.000184086596136898,29184
29185,0.000224636584919421,0.000143638781608415,0.000184137683263918,29185
29186,0.000224693860987306,0.000143683679794571,0.000184188770390938,29186
29187,0.00022475113705519,0.000143728577980727,0.000184239857517959,29187
29188,0.000224808413123075,0.000143773476166883,0.000184290944644979,29188
29189,0.000224865689190959,0.00014381837435304,0.000184342031771999,29189
29190,0.000224922965258844,0.000143863272539196,0.00018439311889902,29190
29191,0.000224980241326728,0.000143908170725352,0.00018444420602604,29191
29192,0.000225037517394613,0.000143953068911508,0.00018449529315306,29192
29193,0.000225094793462497,0.000143997967097664,0.000184546380280081,29193
29194,0.000225152069530382,0.00014404286528382,0.000184597467407101,29194
29195,0.000225209345598267,0.000144087763469976,0.000184648554534121,29195
29196,0.000225266621666151,0.000144132661656132,0.000184699641661142,29196
29197,0.000225323897734036,0.000144177559842288,0.000184750728788162,29197
29198,0.00022538117380192,0.000144222458028444,0.000184801815915182,29198
29199,0.000225438449869805,0.000144267356214601,0.000184852903042203,29199
29200,0.000225495725937689,0.000144312254400757,0.000184903990169223,29200
29201,0.000225553002005574,0.000144357152586913,0.000184955077296243,29201
29202,0.000225610278073458,0.000144402050773069,0.000185006164423264,29202
29203,0.000225667554141343,0.000144446948959225,0.000185057251550284,29203
29204,0.000225724830209227,0.000144491847145381,0.000185108338677304,29204
29205,0.000225782106277112,0.000144536745331537,0.000185159425804325,29205
29206,0.000225839382344997,0.000144581643517693,0.000185210512931345,29206
29207,0.000225896658412881,0.000144626541703849,0.000185261600058365,29207
29208,0.000225953934480766,0.000144671439890006,0.000185312687185386,29208
29209,0.00022601121054865,0.000144716338076162,0.000185363774312406,29209
29210,0.000226068486616535,0.000144761236262318,0.000185414861439426,29210
29211,0.000226125762684419,0.000144806134448474,0.000185465948566447,29211
29212,0.000226183038752304,0.00014485103263463,0.000185517035693467,29212
29213,0.000226240314820188,0.000144895930820786,0.000185568122820487,29213
29214,0.000226297590888073,0.000144940829006942,0.000185619209947507,29214
29215,0.000226354866955957,0.000144985727193098,0.000185670297074528,29215
29216,0.000226412143023842,0.000145030625379254,0.000185721384201548,29216
29217,0.000226469419091726,0.000145075523565411,0.000185772471328568,29217
29218,0.000226526695159611,0.000145120421751567,0.000185823558455589,29218
29219,0.000226583971227495,0.000145165319937723,0.000185874645582609,29219
29220,0.00022664124729538,0.000145210218123879,0.000185925732709629,29220
29221,0.000226698523363265,0.000145255116310035,0.00018597681983665,29221
29222,0.000226755799431149,0.000145300014496191,0.00018602790696367,29222
29223,0.000226813075499034,0.000145344912682347,0.00018607899409069,29223
29224,0.000226870351566918,0.000145389810868503,0.000186130081217711,29224
29225,0.000226927627634803,0.000145434709054659,0.000186181168344731,29225
29226,0.000226984903702687,0.000145479607240816,0.000186232255471751,29226
29227,0.000227042179770572,0.000145524505426972,0.000186283342598772,29227
29228,0.000227099455838456,0.000145569403613128,0.000186334429725792,29228
29229,0.000227156731906341,0.000145614301799284,0.000186385516852812,29229
29230,0.000227214007974225,0.00014565919998544,0.000186436603979833,29230
29231,0.00022727128404211,0.000145704098171596,0.000186487691106853,29231
29232,0.000227328560109994,0.000145748996357752,0.000186538778233873,29232
29233,0.000227385836177879,0.000145793894543908,0.000186589865360894,29233
29234,0.000227443112245764,0.000145838792730064,0.000186640952487914,29234
29235,0.000227500388313648,0.00014588369091622,0.000186692039614934,29235
29236,0.000227557664381533,0.000145928589102377,0.000186743126741955,29236
29237,0.000227614940449417,0.000145973487288533,0.000186794213868975,29237
29238,0.000227672216517302,0.000146018385474689,0.000186845300995995,29238
29239,0.000227729492585186,0.000146063283660845,0.000186896388123016,29239
29240,0.000227786768653071,0.000146108181847001,0.000186947475250036,29240
29241,0.000227844044720955,0.000146153080033157,0.000186998562377056,29241
29242,0.00022790132078884,0.000146197978219313,0.000187049649504077,29242
29243,0.000227958596856724,0.000146242876405469,0.000187100736631097,29243
29244,0.000228015872924609,0.000146287774591625,0.000187151823758117,29244
29245,0.000228073148992493,0.000146332672777782,0.000187202910885138,29245
29246,0.000228130425060378,0.000146377570963938,0.000187253998012158,29246
29247,0.000228187701128262,0.000146422469150094,0.000187305085139178,29247
29248,0.000228244977196147,0.00014646736733625,0.000187356172266198,29248
29249,0.000228302253264032,0.000146512265522406,0.000187407259393219,29249
29250,0.000228359529331916,0.000146557163708562,0.000187458346520239,29250
29251,0.000228416805399801,0.000146602061894718,0.000187509433647259,29251
29252,0.000228474081467685,0.000146646960080874,0.00018756052077428,29252
29253,0.00022853135753557,0.00014669185826703,0.0001876116079013,29253
29254,0.000228588633603454,0.000146736756453187,0.00018766269502832,29254
29255,0.000228645909671339,0.000146781654639343,0.000187713782155341,29255
29256,0.000228703185739223,0.000146826552825499,0.000187764869282361,29256
29257,0.000228760461807108,0.000146871451011655,0.000187815956409381,29257
29258,0.000228817737874992,0.000146916349197811,0.000187867043536402,29258
29259,0.000228875013942877,0.000146961247383967,0.000187918130663422,29259
29260,0.000228932290010761,0.000147006145570123,0.000187969217790442,29260
29261,0.000228989566078646,0.000147051043756279,0.000188020304917463,29261
29262,0.000229046842146531,0.000147095941942435,0.000188071392044483,29262
29263,0.000229104118214415,0.000147140840128591,0.000188122479171503,29263
29264,0.0002291613942823,0.000147185738314748,0.000188173566298524,29264
29265,0.000229218670350184,0.000147230636500904,0.000188224653425544,29265
29266,0.000229275946418069,0.00014727553468706,0.000188275740552564,29266
29267,0.000229333222485953,0.000147320432873216,0.000188326827679585,29267
29268,0.000229390498553838,0.000147365331059372,0.000188377914806605,29268
29269,0.000229447774621722,0.000147410229245528,0.000188429001933625,29269
29270,0.000229505050689607,0.000147455127431684,0.000188480089060646,29270
29271,0.000229562326757491,0.00014750002561784,0.000188531176187666,29271
29272,0.000229619602825376,0.000147544923803996,0.000188582263314686,29272
29273,0.00022967687889326,0.000147589821990153,0.000188633350441707,29273
29274,0.000229734154961145,0.000147634720176309,0.000188684437568727,29274
29275,0.00022979143102903,0.000147679618362465,0.000188735524695747,29275
29276,0.000229848707096914,0.000147724516548621,0.000188786611822768,29276
29277,0.000229905983164799,0.000147769414734777,0.000188837698949788,29277
29278,0.000229963259232683,0.000147814312920933,0.000188888786076808,29278
29279,0.000230020535300568,0.000147859211107089,0.000188939873203828,29279
29280,0.000230077811368452,0.000147904109293245,0.000188990960330849,29280
29281,0.000230135087436337,0.000147949007479401,0.000189042047457869,29281
29282,0.000230192363504221,0.000147993905665558,0.000189093134584889,29282
29283,0.000230249639572106,0.000148038803851714,0.00018914422171191,29283
29284,0.00023030691563999,0.00014808370203787,0.00018919530883893,29284
29285,0.000230364191707875,0.000148128600224026,0.00018924639596595,29285
29286,0.000230421467775759,0.000148173498410182,0.000189297483092971,29286
29287,0.000230478743843644,0.000148218396596338,0.000189348570219991,29287
29288,0.000230536019911529,0.000148263294782494,0.000189399657347011,29288
29289,0.000230593295979413,0.00014830819296865,0.000189450744474032,29289
29290,0.000230650572047298,0.000148353091154806,0.000189501831601052,29290
29291,0.000230707848115182,0.000148397989340962,0.000189552918728072,29291
29292,0.000230765124183067,0.000148442887527119,0.000189604005855093,29292
29293,0.000230822400250951,0.000148487785713275,0.000189655092982113,29293
29294,0.000230879676318836,0.000148532683899431,0.000189706180109133,29294
29295,0.00023093695238672,0.000148577582085587,0.000189757267236154,29295
29296,0.000230994228454605,0.000148622480271743,0.000189808354363174,29296
29297,0.000231051504522489,0.000148667378457899,0.000189859441490194,29297
29298,0.000231108780590374,0.000148712276644055,0.000189910528617215,29298
29299,0.000231166056658258,0.000148757174830211,0.000189961615744235,29299
29300,0.000231223332726143,0.000148802073016367,0.000190012702871255,29300
29301,0.000231280608794028,0.000148846971202524,0.000190063789998276,29301
29302,0.000231337884861912,0.00014889186938868,0.000190114877125296,29302
29303,0.000231395160929797,0.000148936767574836,0.000190165964252316,29303
29304,0.000231452436997681,0.000148981665760992,0.000190217051379337,29304
29305,0.000231509713065566,0.000149026563947148,0.000190268138506357,29305
29306,0.00023156698913345,0.000149071462133304,0.000190319225633377,29306
29307,0.000231624265201335,0.00014911636031946,0.000190370312760397,29307
29308,0.000231681541269219,0.000149161258505616,0.000190421399887418,29308
29309,0.000231738817337104,0.000149206156691772,0.000190472487014438,29309
29310,0.000231796093404988,0.000149251054877929,0.000190523574141458,29310
29311,0.000231853369472873,0.000149295953064085,0.000190574661268479,29311
29312,0.000231910645540757,0.000149340851250241,0.000190625748395499,29312
29313,0.000231967921608642,0.000149385749436397,0.000190676835522519,29313
29314,0.000232025197676526,0.000149430647622553,0.00019072792264954,29314
29315,0.000232082473744411,0.000149475545808709,0.00019077900977656,29315
29316,0.000232139749812296,0.000149520443994865,0.00019083009690358,29316
29317,0.00023219702588018,0.000149565342181021,0.000190881184030601,29317
29318,0.000232254301948065,0.000149610240367177,0.000190932271157621,29318
29319,0.000232311578015949,0.000149655138553334,0.000190983358284641,29319
29320,0.000232368854083834,0.00014970003673949,0.000191034445411662,29320
29321,0.000232426130151718,0.000149744934925646,0.000191085532538682,29321
29322,0.000232483406219603,0.000149789833111802,0.000191136619665702,29322
29323,0.000232540682287487,0.000149834731297958,0.000191187706792723,29323
29324,0.000232597958355372,0.000149879629484114,0.000191238793919743,29324
29325,0.000232655234423256,0.00014992452767027,0.000191289881046763,29325
29326,0.000232712510491141,0.000149969425856426,0.000191340968173784,29326
29327,0.000232769786559025,0.000150014324042582,0.000191392055300804,29327
29328,0.00023282706262691,0.000150059222228738,0.000191443142427824,29328
29329,0.000232884338694795,0.000150104120414895,0.000191494229554845,29329
29330,0.000232941614762679,0.000150149018601051,0.000191545316681865,29330
29331,0.000232998890830564,0.000150193916787207,0.000191596403808885,29331
29332,0.000233056166898448,0.000150238814973363,0.000191647490935906,29332
29333,0.000233113442966333,0.000150283713159519,0.000191698578062926,29333
29334,0.000233170719034217,0.000150328611345675,0.000191749665189946,29334
29335,0.000233227995102102,0.000150373509531831,0.000191800752316967,29335
29336,0.000233285271169986,0.000150418407717987,0.000191851839443987,29336
29337,0.000233342547237871,0.000150463305904143,0.000191902926571007,29337
29338,0.000233399823305755,0.0001505082040903,0.000191954013698027,29338
29339,0.00023345709937364,0.000150553102276456,0.000192005100825048,29339
29340,0.000233514375441524,0.000150598000462612,0.000192056187952068,29340
29341,0.000233571651509409,0.000150642898648768,0.000192107275079088,29341
29342,0.000233628927577294,0.000150687796834924,0.000192158362206109,29342
29343,0.000233686203645178,0.00015073269502108,0.000192209449333129,29343
29344,0.000233743479713063,0.000150777593207236,0.000192260536460149,29344
29345,0.000233800755780947,0.000150822491393392,0.00019231162358717,29345
29346,0.000233858031848832,0.000150867389579548,0.00019236271071419,29346
29347,0.000233915307916716,0.000150912287765705,0.00019241379784121,29347
29348,0.000233972583984601,0.000150957185951861,0.000192464884968231,29348
29349,0.000234029860052485,0.000151002084138017,0.000192515972095251,29349
29350,0.00023408713612037,0.000151046982324173,0.000192567059222271,29350
29351,0.000234144412188254,0.000151091880510329,0.000192618146349292,29351
29352,0.000234201688256139,0.000151136778696485,0.000192669233476312,29352
29353,0.000234258964324023,0.000151181676882641,0.000192720320603332,29353
29354,0.000234316240391908,0.000151226575068797,0.000192771407730353,29354
29355,0.000234373516459793,0.000151271473254953,0.000192822494857373,29355
29356,0.000234430792527677,0.00015131637144111,0.000192873581984393,29356
29357,0.000234488068595562,0.000151361269627266,0.000192924669111414,29357
29358,0.000234545344663446,0.000151406167813422,0.000192975756238434,29358
29359,0.000234602620731331,0.000151451065999578,0.000193026843365454,29359
29360,0.000234659896799215,0.000151495964185734,0.000193077930492475,29360
29361,0.0002347171728671,0.00015154086237189,0.000193129017619495,29361
29362,0.000234774448934984,0.000151585760558046,0.000193180104746515,29362
29363,0.000234831725002869,0.000151630658744202,0.000193231191873536,29363
29364,0.000234889001070753,0.000151675556930358,0.000193282279000556,29364
29365,0.000234946277138638,0.000151720455116514,0.000193333366127576,29365
29366,0.000235003553206522,0.000151765353302671,0.000193384453254597,29366
29367,0.000235060829274407,0.000151810251488827,0.000193435540381617,29367
29368,0.000235118105342291,0.000151855149674983,0.000193486627508637,29368
29369,0.000235175381410176,0.000151900047861139,0.000193537714635657,29369
29370,0.000235232657478061,0.000151944946047295,0.000193588801762678,29370
29371,0.000235289933545945,0.000151989844233451,0.000193639888889698,29371
29372,0.00023534720961383,0.000152034742419607,0.000193690976016718,29372
29373,0.000235404485681714,0.000152079640605763,0.000193742063143739,29373
29374,0.000235461761749599,0.000152124538791919,0.000193793150270759,29374
29375,0.000235519037817483,0.000152169436978076,0.000193844237397779,29375
29376,0.000235576313885368,0.000152214335164232,0.0001938953245248,29376
29377,0.000235633589953252,0.000152259233350388,0.00019394641165182,29377
29378,0.000235690866021137,0.000152304131536544,0.00019399749877884,29378
29379,0.000235748142089021,0.0001523490297227,0.000194048585905861,29379
29380,0.000235805418156906,0.000152393927908856,0.000194099673032881,29380
29381,0.00023586269422479,0.000152438826095012,0.000194150760159901,29381
29382,0.000235919970292675,0.000152483724281168,0.000194201847286922,29382
29383,0.00023597724636056,0.000152528622467324,0.000194252934413942,29383
29384,0.000236034522428444,0.000152573520653481,0.000194304021540962,29384
29385,0.000236091798496329,0.000152618418839637,0.000194355108667983,29385
29386,0.000236149074564213,0.000152663317025793,0.000194406195795003,29386
29387,0.000236206350632098,0.000152708215211949,0.000194457282922023,29387
29388,0.000236263626699982,0.000152753113398105,0.000194508370049044,29388
29389,0.000236320902767867,0.000152798011584261,0.000194559457176064,29389
29390,0.000236378178835751,0.000152842909770417,0.000194610544303084,29390
29391,0.000236435454903636,0.000152887807956573,0.000194661631430105,29391
29392,0.00023649273097152,0.000152932706142729,0.000194712718557125,29392
29393,0.000236550007039405,0.000152977604328885,0.000194763805684145,29393
29394,0.000236607283107289,0.000153022502515042,0.000194814892811166,29394
29395,0.000236664559175174,0.000153067400701198,0.000194865979938186,29395
29396,0.000236721835243059,0.000153112298887354,0.000194917067065206,29396
29397,0.000236779111310943,0.00015315719707351,0.000194968154192226,29397
29398,0.000236836387378828,0.000153202095259666,0.000195019241319247,29398
29399,0.000236893663446712,0.000153246993445822,0.000195070328446267,29399
29400,0.000236950939514597,0.000153291891631978,0.000195121415573287,29400
29401,0.000237008215582481,0.000153336789818134,0.000195172502700308,29401
29402,0.000237065491650366,0.00015338168800429,0.000195223589827328,29402
29403,0.00023712276771825,0.000153426586190447,0.000195274676954348,29403
29404,0.00023718095282551,0.000153472903132209,0.00019532692797886,29404
29405,0.00023723913793277,0.000153519220073972,0.000195379179003371,29405
29406,0.00023729732304003,0.000153565537015735,0.000195431430027882,29406
29407,0.00023735550814729,0.000153611853957498,0.000195483681052394,29407
29408,0.000237413693254549,0.000153658170899261,0.000195535932076905,29408
29409,0.000237471878361809,0.000153704487841023,0.000195588183101416,29409
29410,0.000237530063469069,0.000153750804782786,0.000195640434125928,29410
29411,0.000237588248576329,0.000153797121724549,0.000195692685150439,29411
29412,0.000237646433683589,0.000153843438666312,0.00019574493617495,29412
29413,0.000237704618790848,0.000153889755608075,0.000195797187199462,29413
29414,0.000237762803898108,0.000153936072549837,0.000195849438223973,29414
29415,0.000237820989005368,0.0001539823894916,0.000195901689248484,29415
29416,0.000237879174112628,0.000154028706433363,0.000195953940272995,29416
29417,0.000237937359219888,0.000154075023375126,0.000196006191297507,29417
29418,0.000237995544327148,0.000154121340316889,0.000196058442322018,29418
29419,0.000238053729434407,0.000154167657258651,0.000196110693346529,29419
29420,0.000238111914541667,0.000154213974200414,0.000196162944371041,29420
29421,0.000238170099648927,0.000154260291142177,0.000196215195395552,29421
29422,0.000238228284756187,0.00015430660808394,0.000196267446420063,29422
29423,0.000238286469863447,0.000154352925025703,0.000196319697444575,29423
29424,0.000238344654970706,0.000154399241967465,0.000196371948469086,29424
29425,0.000238402840077966,0.000154445558909228,0.000196424199493597,29425
29426,0.000238461025185226,0.000154491875850991,0.000196476450518109,29426
29427,0.000238519210292486,0.000154538192792754,0.00019652870154262,29427
29428,0.000238577395399746,0.000154584509734517,0.000196580952567131,29428
29429,0.000238635580507006,0.00015463082667628,0.000196633203591643,29429
29430,0.000238693765614265,0.000154677143618042,0.000196685454616154,29430
29431,0.000238751950721525,0.000154723460559805,0.000196737705640665,29431
29432,0.000238810135828785,0.000154769777501568,0.000196789956665176,29432
29433,0.000238868320936045,0.000154816094443331,0.000196842207689688,29433
29434,0.000238926506043305,0.000154862411385094,0.000196894458714199,29434
29435,0.000238984691150564,0.000154908728326856,0.00019694670973871,29435
29436,0.000239042876257824,0.000154955045268619,0.000196998960763222,29436
29437,0.000239101061365084,0.000155001362210382,0.000197051211787733,29437
29438,0.000239159246472344,0.000155047679152145,0.000197103462812244,29438
29439,0.000239217431579604,0.000155093996093908,0.000197155713836756,29439
29440,0.000239275616686864,0.00015514031303567,0.000197207964861267,29440
29441,0.000239333801794123,0.000155186629977433,0.000197260215885778,29441
29442,0.000239391986901383,0.000155232946919196,0.00019731246691029,29442
29443,0.000239450172008643,0.000155279263860959,0.000197364717934801,29443
29444,0.000239508357115903,0.000155325580802722,0.000197416968959312,29444
29445,0.000239566542223163,0.000155371897744484,0.000197469219983824,29445
29446,0.000239624727330422,0.000155418214686247,0.000197521471008335,29446
29447,0.000239682912437682,0.00015546453162801,0.000197573722032846,29447
29448,0.000239741097544942,0.000155510848569773,0.000197625973057357,29448
29449,0.000239799282652202,0.000155557165511536,0.000197678224081869,29449
29450,0.000239857467759462,0.000155603482453298,0.00019773047510638,29450
29451,0.000239915652866722,0.000155649799395061,0.000197782726130891,29451
29452,0.000239973837973981,0.000155696116336824,0.000197834977155403,29452
29453,0.000240032023081241,0.000155742433278587,0.000197887228179914,29453
29454,0.000240090208188501,0.00015578875022035,0.000197939479204425,29454
29455,0.000240148393295761,0.000155835067162112,0.000197991730228937,29455
29456,0.000240206578403021,0.000155881384103875,0.000198043981253448,29456
29457,0.00024026476351028,0.000155927701045638,0.000198096232277959,29457
29458,0.00024032294861754,0.000155974017987401,0.000198148483302471,29458
29459,0.0002403811337248,0.000156020334929164,0.000198200734326982,29459
29460,0.00024043931883206,0.000156066651870926,0.000198252985351493,29460
29461,0.00024049750393932,0.000156112968812689,0.000198305236376004,29461
29462,0.00024055568904658,0.000156159285754452,0.000198357487400516,29462
29463,0.000240613874153839,0.000156205602696215,0.000198409738425027,29463
29464,0.000240672059261099,0.000156251919637978,0.000198461989449538,29464
29465,0.000240730244368359,0.00015629823657974,0.00019851424047405,29465
29466,0.000240788429475619,0.000156344553521503,0.000198566491498561,29466
29467,0.000240846614582879,0.000156390870463266,0.000198618742523072,29467
