,M,F,overall,agedays
10409,2.40257636114599e-06,1.05657207060848e-06,1.72957421587723e-06,10409
10410,2.40275444382221e-06,1.05672743865762e-06,1.72974094123991e-06,10410
10411,2.40297363997342e-06,1.05686531644393e-06,1.72991947820867e-06,10411
10412,2.40319283612463e-06,1.05700319423023e-06,1.73009801517743e-06,10412
10413,2.40341203227584e-06,1.05714107201654e-06,1.73027655214619e-06,10413
10414,2.40363122842705e-06,1.05727894980285e-06,1.73045508911495e-06,10414
10415,2.40385042457826e-06,1.05741682758915e-06,1.73063362608371e-06,10415
10416,2.40406962072947e-06,1.05755470537546e-06,1.73081216305246e-06,10416
10417,2.40428881688068e-06,1.05769258316176e-06,1.73099070002122e-06,10417
10418,2.40450801303189e-06,1.05783046094807e-06,1.73116923698998e-06,10418
10419,2.4047272091831e-06,1.05796833873437e-06,1.73134777395874e-06,10419
10420,2.40494640533431e-06,1.05810621652068e-06,1.7315263109275e-06,10420
10421,2.40516560148553e-06,1.05824409430699e-06,1.73170484789626e-06,10421
10422,2.40538479763674e-06,1.05838197209329e-06,1.73188338486501e-06,10422
10423,2.40560399378795e-06,1.0585198498796e-06,1.73206192183377e-06,10423
10424,2.40582318993916e-06,1.0586577276659e-06,1.73224045880253e-06,10424
10425,2.40604238609037e-06,1.05879560545221e-06,1.73241899577129e-06,10425
10426,2.40626158224158e-06,1.05893348323851e-06,1.73259753274005e-06,10426
10427,2.40648077839279e-06,1.05907136102482e-06,1.73277606970881e-06,10427
10428,2.406699974544e-06,1.05920923881113e-06,1.73295460667756e-06,10428
10429,2.40691917069521e-06,1.05934711659743e-06,1.73313314364632e-06,10429
10430,2.40713836684642e-06,1.05948499438374e-06,1.73331168061508e-06,10430
10431,2.40735756299763e-06,1.05962287217004e-06,1.73349021758384e-06,10431
10432,2.40757675914884e-06,1.05976074995635e-06,1.7336687545526e-06,10432
10433,2.40779595530006e-06,1.05989862774265e-06,1.73384729152136e-06,10433
10434,2.40801515145127e-06,1.06003650552896e-06,1.73402582849011e-06,10434
10435,2.40823434760248e-06,1.06017438331527e-06,1.73420436545887e-06,10435
10436,2.40845354375369e-06,1.06031226110157e-06,1.73438290242763e-06,10436
10437,2.4086727399049e-06,1.06045013888788e-06,1.73456143939639e-06,10437
10438,2.40889193605611e-06,1.06058801667418e-06,1.73473997636515e-06,10438
10439,2.40911113220732e-06,1.06072589446049e-06,1.7349185133339e-06,10439
10440,2.40933032835853e-06,1.06086377224679e-06,1.73509705030266e-06,10440
10441,2.40954952450974e-06,1.0610016500331e-06,1.73527558727142e-06,10441
10442,2.40976872066095e-06,1.06113952781941e-06,1.73545412424018e-06,10442
10443,2.40998791681216e-06,1.06127740560571e-06,1.73563266120894e-06,10443
10444,2.41020711296338e-06,1.06141528339202e-06,1.7358111981777e-06,10444
10445,2.41042630911459e-06,1.06155316117832e-06,1.73598973514645e-06,10445
10446,2.4106455052658e-06,1.06169103896463e-06,1.73616827211521e-06,10446
10447,2.41086470141701e-06,1.06182891675093e-06,1.73634680908397e-06,10447
10448,2.41108389756822e-06,1.06196679453724e-06,1.73652534605273e-06,10448
10449,2.41130309371943e-06,1.06210467232355e-06,1.73670388302149e-06,10449
10450,2.41152228987064e-06,1.06224255010985e-06,1.73688241999025e-06,10450
10451,2.41174148602185e-06,1.06238042789616e-06,1.737060956959e-06,10451
10452,2.41196068217306e-06,1.06251830568246e-06,1.73723949392776e-06,10452
10453,2.41217987832427e-06,1.06265618346877e-06,1.73741803089652e-06,10453
10454,2.41239907447548e-06,1.06279406125507e-06,1.73759656786528e-06,10454
10455,2.4126182706267e-06,1.06293193904138e-06,1.73777510483404e-06,10455
10456,2.41283746677791e-06,1.06306981682769e-06,1.7379536418028e-06,10456
10457,2.41305666292912e-06,1.06320769461399e-06,1.73813217877155e-06,10457
10458,2.41327585908033e-06,1.0633455724003e-06,1.73831071574031e-06,10458
10459,2.41349505523154e-06,1.0634834501866e-06,1.73848925270907e-06,10459
10460,2.41371425138275e-06,1.06362132797291e-06,1.73866778967783e-06,10460
10461,2.41393344753396e-06,1.06375920575921e-06,1.73884632664659e-06,10461
10462,2.41415264368517e-06,1.06389708354552e-06,1.73902486361535e-06,10462
10463,2.41437183983638e-06,1.06403496133183e-06,1.7392034005841e-06,10463
10464,2.41459103598759e-06,1.06417283911813e-06,1.73938193755286e-06,10464
10465,2.4148102321388e-06,1.06431071690444e-06,1.73956047452162e-06,10465
10466,2.41502942829001e-06,1.06444859469074e-06,1.73973901149038e-06,10466
10467,2.41524862444123e-06,1.06458647247705e-06,1.73991754845914e-06,10467
10468,2.41546782059244e-06,1.06472435026335e-06,1.74009608542789e-06,10468
10469,2.41568701674365e-06,1.06486222804966e-06,1.74027462239665e-06,10469
10470,2.41590621289486e-06,1.06500010583597e-06,1.74045315936541e-06,10470
10471,2.41612540904607e-06,1.06513798362227e-06,1.74063169633417e-06,10471
10472,2.41634460519728e-06,1.06527586140858e-06,1.74081023330293e-06,10472
10473,2.41656380134849e-06,1.06541373919488e-06,1.74098877027169e-06,10473
10474,2.4167829974997e-06,1.06555161698119e-06,1.74116730724044e-06,10474
10475,2.41700219365091e-06,1.06568949476749e-06,1.7413458442092e-06,10475
10476,2.41722138980212e-06,1.0658273725538e-06,1.74152438117796e-06,10476
10477,2.41744058595333e-06,1.06596525034011e-06,1.74170291814672e-06,10477
10478,2.41765978210455e-06,1.06610312812641e-06,1.74188145511548e-06,10478
10479,2.41787897825576e-06,1.06624100591272e-06,1.74205999208424e-06,10479
10480,2.41809817440697e-06,1.06637888369902e-06,1.74223852905299e-06,10480
10481,2.41831737055818e-06,1.06651676148533e-06,1.74241706602175e-06,10481
10482,2.41853656670939e-06,1.06665463927163e-06,1.74259560299051e-06,10482
10483,2.4187557628606e-06,1.06679251705794e-06,1.74277413995927e-06,10483
10484,2.41897495901181e-06,1.06693039484425e-06,1.74295267692803e-06,10484
10485,2.41919415516302e-06,1.06706827263055e-06,1.74313121389679e-06,10485
10486,2.41941335131423e-06,1.06720615041686e-06,1.74330975086554e-06,10486
10487,2.41963254746544e-06,1.06734402820316e-06,1.7434882878343e-06,10487
10488,2.41985174361665e-06,1.06748190598947e-06,1.74366682480306e-06,10488
10489,2.42007093976786e-06,1.06761978377577e-06,1.74384536177182e-06,10489
10490,2.42029013591908e-06,1.06775766156208e-06,1.74402389874058e-06,10490
10491,2.42050933207029e-06,1.06789553934839e-06,1.74420243570934e-06,10491
10492,2.4207285282215e-06,1.06803341713469e-06,1.74438097267809e-06,10492
10493,2.42094772437271e-06,1.068171294921e-06,1.74455950964685e-06,10493
10494,2.42116692052392e-06,1.0683091727073e-06,1.74473804661561e-06,10494
10495,2.42138611667513e-06,1.06844705049361e-06,1.74491658358437e-06,10495
10496,2.42160531282634e-06,1.06858492827991e-06,1.74509512055313e-06,10496
10497,2.42182450897755e-06,1.06872280606622e-06,1.74527365752189e-06,10497
10498,2.42204370512876e-06,1.06886068385253e-06,1.74545219449064e-06,10498
10499,2.42226290127997e-06,1.06899856163883e-06,1.7456307314594e-06,10499
10500,2.42248209743118e-06,1.06913643942514e-06,1.74580926842816e-06,10500
10501,2.4227012935824e-06,1.06927431721144e-06,1.74598780539692e-06,10501
10502,2.42292048973361e-06,1.06941219499775e-06,1.74616634236568e-06,10502
10503,2.42313968588482e-06,1.06955007278405e-06,1.74634487933444e-06,10503
10504,2.42335888203603e-06,1.06968795057036e-06,1.74652341630319e-06,10504
10505,2.42357807818724e-06,1.06982582835667e-06,1.74670195327195e-06,10505
10506,2.42379727433845e-06,1.06996370614297e-06,1.74688049024071e-06,10506
10507,2.42401647048966e-06,1.07010158392928e-06,1.74705902720947e-06,10507
10508,2.42423566664087e-06,1.07023946171558e-06,1.74723756417823e-06,10508
10509,2.42445486279208e-06,1.07037733950189e-06,1.74741610114699e-06,10509
10510,2.42467405894329e-06,1.07051521728819e-06,1.74759463811574e-06,10510
10511,2.4248932550945e-06,1.0706530950745e-06,1.7477731750845e-06,10511
10512,2.42511245124572e-06,1.0707909728608e-06,1.74795171205326e-06,10512
10513,2.42533164739693e-06,1.07092885064711e-06,1.74813024902202e-06,10513
10514,2.42555084354814e-06,1.07106672843342e-06,1.74830878599078e-06,10514
10515,2.42577003969935e-06,1.07120460621972e-06,1.74848732295953e-06,10515
10516,2.42598923585056e-06,1.07134248400603e-06,1.74866585992829e-06,10516
10517,2.42620843200177e-06,1.07148036179233e-06,1.74884439689705e-06,10517
10518,2.42642762815298e-06,1.07161823957864e-06,1.74902293386581e-06,10518
10519,2.42664682430419e-06,1.07175611736494e-06,1.74920147083457e-06,10519
10520,2.4268660204554e-06,1.07189399515125e-06,1.74938000780333e-06,10520
10521,2.42708521660661e-06,1.07203187293756e-06,1.74955854477208e-06,10521
10522,2.42730441275782e-06,1.07216975072386e-06,1.74973708174084e-06,10522
10523,2.42752360890903e-06,1.07230762851017e-06,1.7499156187096e-06,10523
10524,2.42774280506025e-06,1.07244550629647e-06,1.75009415567836e-06,10524
10525,2.42796200121146e-06,1.07258338408278e-06,1.75027269264712e-06,10525
10526,2.42818119736267e-06,1.07272126186908e-06,1.75045122961588e-06,10526
10527,2.42840039351388e-06,1.07285913965539e-06,1.75062976658463e-06,10527
10528,2.42861958966509e-06,1.0729970174417e-06,1.75080830355339e-06,10528
10529,2.4288387858163e-06,1.073134895228e-06,1.75098684052215e-06,10529
10530,2.42905798196751e-06,1.07327277301431e-06,1.75116537749091e-06,10530
10531,2.42927717811872e-06,1.07341065080061e-06,1.75134391445967e-06,10531
10532,2.42949637426993e-06,1.07354852858692e-06,1.75152245142843e-06,10532
10533,2.42971557042114e-06,1.07368640637322e-06,1.75170098839718e-06,10533
10534,2.42993476657235e-06,1.07382428415953e-06,1.75187952536594e-06,10534
10535,2.43015396272356e-06,1.07396216194584e-06,1.7520580623347e-06,10535
10536,2.43037315887478e-06,1.07410003973214e-06,1.75223659930346e-06,10536
10537,2.43059235502599e-06,1.07423791751845e-06,1.75241513627222e-06,10537
10538,2.4308115511772e-06,1.07437579530475e-06,1.75259367324098e-06,10538
10539,2.43103074732841e-06,1.07451367309106e-06,1.75277221020973e-06,10539
10540,2.43124994347962e-06,1.07465155087736e-06,1.75295074717849e-06,10540
10541,2.43146913963083e-06,1.07478942866367e-06,1.75312928414725e-06,10541
10542,2.43168833578204e-06,1.07492730644998e-06,1.75330782111601e-06,10542
10543,2.43190753193325e-06,1.07506518423628e-06,1.75348635808477e-06,10543
10544,2.43212672808446e-06,1.07520306202259e-06,1.75366489505352e-06,10544
10545,2.43234592423567e-06,1.07534093980889e-06,1.75384343202228e-06,10545
10546,2.43256512038688e-06,1.0754788175952e-06,1.75402196899104e-06,10546
10547,2.4327843165381e-06,1.0756166953815e-06,1.7542005059598e-06,10547
10548,2.43300351268931e-06,1.07575457316781e-06,1.75437904292856e-06,10548
10549,2.43322270884052e-06,1.07589245095412e-06,1.75455757989732e-06,10549
10550,2.43344190499173e-06,1.07603032874042e-06,1.75473611686607e-06,10550
10551,2.43366110114294e-06,1.07616820652673e-06,1.75491465383483e-06,10551
10552,2.43388029729415e-06,1.07630608431303e-06,1.75509319080359e-06,10552
10553,2.43409949344536e-06,1.07644396209934e-06,1.75527172777235e-06,10553
10554,2.43431868959657e-06,1.07658183988564e-06,1.75545026474111e-06,10554
10555,2.43453788574778e-06,1.07671971767195e-06,1.75562880170987e-06,10555
10556,2.43475708189899e-06,1.07685759545826e-06,1.75580733867862e-06,10556
10557,2.4349762780502e-06,1.07699547324456e-06,1.75598587564738e-06,10557
10558,2.43519547420141e-06,1.07713335103087e-06,1.75616441261614e-06,10558
10559,2.43541467035263e-06,1.07727122881717e-06,1.7563429495849e-06,10559
10560,2.43563386650384e-06,1.07740910660348e-06,1.75652148655366e-06,10560
10561,2.43585306265505e-06,1.07754698438978e-06,1.75670002352242e-06,10561
10562,2.43607225880626e-06,1.07768486217609e-06,1.75687856049117e-06,10562
10563,2.43629145495747e-06,1.0778227399624e-06,1.75705709745993e-06,10563
10564,2.43651065110868e-06,1.0779606177487e-06,1.75723563442869e-06,10564
10565,2.43672984725989e-06,1.07809849553501e-06,1.75741417139745e-06,10565
10566,2.4369490434111e-06,1.07823637332131e-06,1.75759270836621e-06,10566
10567,2.43716823956231e-06,1.07837425110762e-06,1.75777124533497e-06,10567
10568,2.43738743571352e-06,1.07851212889392e-06,1.75794978230372e-06,10568
10569,2.43760663186473e-06,1.07865000668023e-06,1.75812831927248e-06,10569
10570,2.43782582801595e-06,1.07878788446654e-06,1.75830685624124e-06,10570
10571,2.43804502416716e-06,1.07892576225284e-06,1.75848539321e-06,10571
10572,2.43826422031837e-06,1.07906364003915e-06,1.75866393017876e-06,10572
10573,2.43848341646958e-06,1.07920151782545e-06,1.75884246714752e-06,10573
10574,2.43870261262079e-06,1.07933939561176e-06,1.75902100411627e-06,10574
10575,2.438921808772e-06,1.07947727339806e-06,1.75919954108503e-06,10575
10576,2.43914100492321e-06,1.07961515118437e-06,1.75937807805379e-06,10576
10577,2.43936020107442e-06,1.07975302897068e-06,1.75955661502255e-06,10577
10578,2.43957939722563e-06,1.07989090675698e-06,1.75973515199131e-06,10578
10579,2.43979859337684e-06,1.08002878454329e-06,1.75991368896007e-06,10579
10580,2.44001778952805e-06,1.08016666232959e-06,1.76009222592882e-06,10580
10581,2.44023698567927e-06,1.0803045401159e-06,1.76027076289758e-06,10581
10582,2.44045618183048e-06,1.0804424179022e-06,1.76044929986634e-06,10582
10583,2.44067537798169e-06,1.08058029568851e-06,1.7606278368351e-06,10583
10584,2.4408945741329e-06,1.08071817347482e-06,1.76080637380386e-06,10584
10585,2.44111377028411e-06,1.08085605126112e-06,1.76098491077262e-06,10585
10586,2.44133296643532e-06,1.08099392904743e-06,1.76116344774137e-06,10586
10587,2.44155216258653e-06,1.08113180683373e-06,1.76134198471013e-06,10587
10588,2.44177135873774e-06,1.08126968462004e-06,1.76152052167889e-06,10588
10589,2.44199055488895e-06,1.08140756240634e-06,1.76169905864765e-06,10589
10590,2.44220975104016e-06,1.08154544019265e-06,1.76187759561641e-06,10590
10591,2.44242894719137e-06,1.08168331797896e-06,1.76205613258516e-06,10591
10592,2.44264814334258e-06,1.08182119576526e-06,1.76223466955392e-06,10592
10593,2.4428673394938e-06,1.08195907355157e-06,1.76241320652268e-06,10593
10594,2.44308653564501e-06,1.08209695133787e-06,1.76259174349144e-06,10594
10595,2.44330573179622e-06,1.08223482912418e-06,1.7627702804602e-06,10595
10596,2.44352492794743e-06,1.08237270691048e-06,1.76294881742896e-06,10596
10597,2.44374412409864e-06,1.08251058469679e-06,1.76312735439771e-06,10597
10598,2.44396332024985e-06,1.0826484624831e-06,1.76330589136647e-06,10598
10599,2.44418251640106e-06,1.0827863402694e-06,1.76348442833523e-06,10599
10600,2.44440171255227e-06,1.08292421805571e-06,1.76366296530399e-06,10600
10601,2.44462090870348e-06,1.08306209584201e-06,1.76384150227275e-06,10601
10602,2.44484010485469e-06,1.08319997362832e-06,1.76402003924151e-06,10602
10603,2.4450593010059e-06,1.08333785141462e-06,1.76419857621026e-06,10603
10604,2.44527849715712e-06,1.08347572920093e-06,1.76437711317902e-06,10604
10605,2.44549769330833e-06,1.08361360698724e-06,1.76455565014778e-06,10605
10606,2.44571688945954e-06,1.08375148477354e-06,1.76473418711654e-06,10606
10607,2.44593608561075e-06,1.08388936255985e-06,1.7649127240853e-06,10607
10608,2.44615528176196e-06,1.08402724034615e-06,1.76509126105406e-06,10608
10609,2.44637447791317e-06,1.08416511813246e-06,1.76526979802281e-06,10609
10610,2.44659367406438e-06,1.08430299591876e-06,1.76544833499157e-06,10610
10611,2.44681287021559e-06,1.08444087370507e-06,1.76562687196033e-06,10611
10612,2.4470320663668e-06,1.08457875149138e-06,1.76580540892909e-06,10612
10613,2.44725126251801e-06,1.08471662927768e-06,1.76598394589785e-06,10613
10614,2.44747045866922e-06,1.08485450706399e-06,1.76616248286661e-06,10614
10615,2.44768965482044e-06,1.08499238485029e-06,1.76634101983536e-06,10615
10616,2.44790885097165e-06,1.0851302626366e-06,1.76651955680412e-06,10616
10617,2.44812804712286e-06,1.0852681404229e-06,1.76669809377288e-06,10617
10618,2.44834724327407e-06,1.08540601820921e-06,1.76687663074164e-06,10618
10619,2.44856643942528e-06,1.08554389599551e-06,1.7670551677104e-06,10619
10620,2.44878563557649e-06,1.08568177378182e-06,1.76723370467915e-06,10620
10621,2.4490048317277e-06,1.08581965156813e-06,1.76741224164791e-06,10621
10622,2.44922402787891e-06,1.08595752935443e-06,1.76759077861667e-06,10622
10623,2.44944322403012e-06,1.08609540714074e-06,1.76776931558543e-06,10623
10624,2.44966242018133e-06,1.08623328492704e-06,1.76794785255419e-06,10624
10625,2.44988161633254e-06,1.08637116271335e-06,1.76812638952295e-06,10625
10626,2.45010081248375e-06,1.08650904049965e-06,1.7683049264917e-06,10626
10627,2.45032000863497e-06,1.08664691828596e-06,1.76848346346046e-06,10627
10628,2.45053920478618e-06,1.08678479607227e-06,1.76866200042922e-06,10628
10629,2.45075840093739e-06,1.08692267385857e-06,1.76884053739798e-06,10629
10630,2.4509775970886e-06,1.08706055164488e-06,1.76901907436674e-06,10630
10631,2.45119679323981e-06,1.08719842943118e-06,1.7691976113355e-06,10631
10632,2.45141598939102e-06,1.08733630721749e-06,1.76937614830425e-06,10632
10633,2.45163518554223e-06,1.08747418500379e-06,1.76955468527301e-06,10633
10634,2.45185438169344e-06,1.0876120627901e-06,1.76973322224177e-06,10634
10635,2.45207357784465e-06,1.08774994057641e-06,1.76991175921053e-06,10635
10636,2.45229277399586e-06,1.08788781836271e-06,1.77009029617929e-06,10636
10637,2.45251197014707e-06,1.08802569614902e-06,1.77026883314805e-06,10637
10638,2.45273116629829e-06,1.08816357393532e-06,1.7704473701168e-06,10638
10639,2.4529503624495e-06,1.08830145172163e-06,1.77062590708556e-06,10639
10640,2.45316955860071e-06,1.08843932950793e-06,1.77080444405432e-06,10640
10641,2.45338875475192e-06,1.08857720729424e-06,1.77098298102308e-06,10641
10642,2.45360795090313e-06,1.08871508508055e-06,1.77116151799184e-06,10642
10643,2.45382714705434e-06,1.08885296286685e-06,1.7713400549606e-06,10643
10644,2.45404634320555e-06,1.08899084065316e-06,1.77151859192935e-06,10644
10645,2.45426553935676e-06,1.08912871843946e-06,1.77169712889811e-06,10645
10646,2.45448473550797e-06,1.08926659622577e-06,1.77187566586687e-06,10646
10647,2.45470393165918e-06,1.08940447401207e-06,1.77205420283563e-06,10647
10648,2.45492312781039e-06,1.08954235179838e-06,1.77223273980439e-06,10648
10649,2.4551423239616e-06,1.08968022958469e-06,1.77241127677315e-06,10649
10650,2.45536152011282e-06,1.08981810737099e-06,1.7725898137419e-06,10650
10651,2.45558071626403e-06,1.0899559851573e-06,1.77276835071066e-06,10651
10652,2.45579991241524e-06,1.0900938629436e-06,1.77294688767942e-06,10652
10653,2.45601910856645e-06,1.09023174072991e-06,1.77312542464818e-06,10653
10654,2.45623830471766e-06,1.09036961851621e-06,1.77330396161694e-06,10654
10655,2.45645750086887e-06,1.09050749630252e-06,1.77348249858569e-06,10655
10656,2.45667669702008e-06,1.09064537408883e-06,1.77366103555445e-06,10656
10657,2.45689589317129e-06,1.09078325187513e-06,1.77383957252321e-06,10657
10658,2.4571150893225e-06,1.09092112966144e-06,1.77401810949197e-06,10658
10659,2.45733428547371e-06,1.09105900744774e-06,1.77419664646073e-06,10659
10660,2.45755348162492e-06,1.09119688523405e-06,1.77437518342949e-06,10660
10661,2.45777267777614e-06,1.09133476302035e-06,1.77455372039824e-06,10661
10662,2.45799187392735e-06,1.09147264080666e-06,1.774732257367e-06,10662
10663,2.45821107007856e-06,1.09161051859297e-06,1.77491079433576e-06,10663
10664,2.45843026622977e-06,1.09174839637927e-06,1.77508933130452e-06,10664
10665,2.45864946238098e-06,1.09188627416558e-06,1.77526786827328e-06,10665
10666,2.45886865853219e-06,1.09202415195188e-06,1.77544640524204e-06,10666
10667,2.4590878546834e-06,1.09216202973819e-06,1.77562494221079e-06,10667
10668,2.45930705083461e-06,1.09229990752449e-06,1.77580347917955e-06,10668
10669,2.45952624698582e-06,1.0924377853108e-06,1.77598201614831e-06,10669
10670,2.45974544313703e-06,1.09257566309711e-06,1.77616055311707e-06,10670
10671,2.45996463928824e-06,1.09271354088341e-06,1.77633909008583e-06,10671
10672,2.46018383543945e-06,1.09285141866972e-06,1.77651762705459e-06,10672
10673,2.46040303159067e-06,1.09298929645602e-06,1.77669616402334e-06,10673
10674,2.46062222774188e-06,1.09312717424233e-06,1.7768747009921e-06,10674
10675,2.46084142389309e-06,1.09326505202863e-06,1.77705323796086e-06,10675
10676,2.4610606200443e-06,1.09340292981494e-06,1.77723177492962e-06,10676
10677,2.46127981619551e-06,1.09354080760125e-06,1.77741031189838e-06,10677
10678,2.46149901234672e-06,1.09367868538755e-06,1.77758884886714e-06,10678
10679,2.46171820849793e-06,1.09381656317386e-06,1.77776738583589e-06,10679
10680,2.46193740464914e-06,1.09395444096016e-06,1.77794592280465e-06,10680
10681,2.46215660080035e-06,1.09409231874647e-06,1.77812445977341e-06,10681
10682,2.46237579695156e-06,1.09423019653277e-06,1.77830299674217e-06,10682
10683,2.46259499310277e-06,1.09436807431908e-06,1.77848153371093e-06,10683
10684,2.46281418925399e-06,1.09450595210539e-06,1.77866007067969e-06,10684
10685,2.4630333854052e-06,1.09464382989169e-06,1.77883860764844e-06,10685
10686,2.46325258155641e-06,1.094781707678e-06,1.7790171446172e-06,10686
10687,2.46347177770762e-06,1.0949195854643e-06,1.77919568158596e-06,10687
10688,2.46369097385883e-06,1.09505746325061e-06,1.77937421855472e-06,10688
10689,2.46391017001004e-06,1.09519534103691e-06,1.77955275552348e-06,10689
10690,2.46412936616125e-06,1.09533321882322e-06,1.77973129249224e-06,10690
10691,2.46434856231246e-06,1.09547109660953e-06,1.77990982946099e-06,10691
10692,2.46456775846367e-06,1.09560897439583e-06,1.78008836642975e-06,10692
10693,2.46478695461488e-06,1.09574685218214e-06,1.78026690339851e-06,10693
10694,2.46500615076609e-06,1.09588472996844e-06,1.78044544036727e-06,10694
10695,2.46522534691731e-06,1.09602260775475e-06,1.78062397733603e-06,10695
10696,2.46544454306852e-06,1.09616048554105e-06,1.78080251430478e-06,10696
10697,2.46566373921973e-06,1.09629836332736e-06,1.78098105127354e-06,10697
10698,2.46588293537094e-06,1.09643624111367e-06,1.7811595882423e-06,10698
10699,2.46610213152215e-06,1.09657411889997e-06,1.78133812521106e-06,10699
10700,2.46632132767336e-06,1.09671199668628e-06,1.78151666217982e-06,10700
10701,2.46654052382457e-06,1.09684987447258e-06,1.78169519914858e-06,10701
10702,2.46675971997578e-06,1.09698775225889e-06,1.78187373611733e-06,10702
10703,2.46697891612699e-06,1.09712563004519e-06,1.78205227308609e-06,10703
10704,2.4671981122782e-06,1.0972635078315e-06,1.78223081005485e-06,10704
10705,2.46741730842941e-06,1.09740138561781e-06,1.78240934702361e-06,10705
10706,2.46763650458062e-06,1.09753926340411e-06,1.78258788399237e-06,10706
10707,2.46785570073184e-06,1.09767714119042e-06,1.78276642096113e-06,10707
10708,2.46807489688305e-06,1.09781501897672e-06,1.78294495792988e-06,10708
10709,2.46829409303426e-06,1.09795289676303e-06,1.78312349489864e-06,10709
10710,2.46851328918547e-06,1.09809077454933e-06,1.7833020318674e-06,10710
10711,2.46873248533668e-06,1.09822865233564e-06,1.78348056883616e-06,10711
10712,2.46895168148789e-06,1.09836653012195e-06,1.78365910580492e-06,10712
10713,2.4691708776391e-06,1.09850440790825e-06,1.78383764277368e-06,10713
10714,2.46939007379031e-06,1.09864228569456e-06,1.78401617974243e-06,10714
10715,2.46960926994152e-06,1.09878016348086e-06,1.78419471671119e-06,10715
10716,2.46982846609273e-06,1.09891804126717e-06,1.78437325367995e-06,10716
10717,2.47004766224394e-06,1.09905591905347e-06,1.78455179064871e-06,10717
10718,2.47026685839515e-06,1.09919379683978e-06,1.78473032761747e-06,10718
10719,2.47048605454637e-06,1.09933167462608e-06,1.78490886458623e-06,10719
10720,2.47070525069758e-06,1.09946955241239e-06,1.78508740155498e-06,10720
10721,2.47092444684879e-06,1.0996074301987e-06,1.78526593852374e-06,10721
10722,2.471143643e-06,1.099745307985e-06,1.7854444754925e-06,10722
10723,2.47136283915121e-06,1.09988318577131e-06,1.78562301246126e-06,10723
10724,2.47158203530242e-06,1.10002106355761e-06,1.78580154943002e-06,10724
10725,2.47180123145363e-06,1.10015894134392e-06,1.78598008639877e-06,10725
10726,2.47202042760484e-06,1.10029681913022e-06,1.78615862336753e-06,10726
10727,2.47223962375605e-06,1.10043469691653e-06,1.78633716033629e-06,10727
10728,2.47245881990726e-06,1.10057257470284e-06,1.78651569730505e-06,10728
10729,2.47267801605847e-06,1.10071045248914e-06,1.78669423427381e-06,10729
10730,2.47289721220969e-06,1.10084833027545e-06,1.78687277124257e-06,10730
10731,2.4731164083609e-06,1.10098620806175e-06,1.78705130821132e-06,10731
10732,2.47333560451211e-06,1.10112408584806e-06,1.78722984518008e-06,10732
10733,2.47355480066332e-06,1.10126196363436e-06,1.78740838214884e-06,10733
10734,2.47377399681453e-06,1.10139984142067e-06,1.7875869191176e-06,10734
10735,2.47399319296574e-06,1.10153771920698e-06,1.78776545608636e-06,10735
10736,2.47421238911695e-06,1.10167559699328e-06,1.78794399305512e-06,10736
10737,2.47443158526816e-06,1.10181347477959e-06,1.78812253002387e-06,10737
10738,2.47465078141937e-06,1.10195135256589e-06,1.78830106699263e-06,10738
10739,2.47486997757058e-06,1.1020892303522e-06,1.78847960396139e-06,10739
10740,2.47508917372179e-06,1.1022271081385e-06,1.78865814093015e-06,10740
10741,2.47530836987301e-06,1.10236498592481e-06,1.78883667789891e-06,10741
10742,2.47552756602422e-06,1.10250286371112e-06,1.78901521486767e-06,10742
10743,2.47574676217543e-06,1.10264074149742e-06,1.78919375183642e-06,10743
10744,2.47596595832664e-06,1.10277861928373e-06,1.78937228880518e-06,10744
10745,2.47618515447785e-06,1.10291649707003e-06,1.78955082577394e-06,10745
10746,2.47640435062906e-06,1.10305437485634e-06,1.7897293627427e-06,10746
10747,2.47662354678027e-06,1.10319225264264e-06,1.78990789971146e-06,10747
10748,2.47684274293148e-06,1.10333013042895e-06,1.79008643668022e-06,10748
10749,2.47706193908269e-06,1.10346800821526e-06,1.79026497364897e-06,10749
10750,2.4772811352339e-06,1.10360588600156e-06,1.79044351061773e-06,10750
10751,2.47750033138511e-06,1.10374376378787e-06,1.79062204758649e-06,10751
10752,2.47771952753632e-06,1.10388164157417e-06,1.79080058455525e-06,10752
10753,2.47793872368754e-06,1.10401951936048e-06,1.79097912152401e-06,10753
10754,2.47815791983875e-06,1.10415739714678e-06,1.79115765849277e-06,10754
10755,2.47837711598996e-06,1.10429527493309e-06,1.79133619546152e-06,10755
10756,2.47859631214117e-06,1.1044331527194e-06,1.79151473243028e-06,10756
10757,2.47881550829238e-06,1.1045710305057e-06,1.79169326939904e-06,10757
10758,2.47903470444359e-06,1.10470890829201e-06,1.7918718063678e-06,10758
10759,2.4792539005948e-06,1.10484678607831e-06,1.79205034333656e-06,10759
10760,2.47947309674601e-06,1.10498466386462e-06,1.79222888030532e-06,10760
10761,2.47969229289722e-06,1.10512254165092e-06,1.79240741727407e-06,10761
10762,2.47991148904843e-06,1.10526041943723e-06,1.79258595424283e-06,10762
10763,2.48013068519964e-06,1.10539829722354e-06,1.79276449121159e-06,10763
10764,2.48034988135086e-06,1.10553617500984e-06,1.79294302818035e-06,10764
10765,2.48056907750207e-06,1.10567405279615e-06,1.79312156514911e-06,10765
10766,2.48078827365328e-06,1.10581193058245e-06,1.79330010211787e-06,10766
